content,score
atur ulang aplikasi kalender masih bisa hidup,5
"kebanyakan perbaikan bug, fitur baru tidak ada. seperti sengaja user android di jadikan bagian pengujian aplikasi tanpa pamrih & tanpa di gaji.",1
Sangat membantu,4
"tampilan bagus dan informasi bulanan cukup baik dan akurat , saya suka",5
"gunakan kalender versi pabrik,dan hapus semua sistem tidak di kenal",3
bisa liat tangal dan bulan dengan baik,5
Sangat berguna bagi saya,5
"Adanya Google Calender sy menggunakan sebagai pedoman pengingat Jadwal saya sehari hari, untuk memulai Aktifitas saya sebagai pekerja Lapangan. Terima kasih Google Calender pekerjaan sy jd lebih muda...",5
Ok sangat membantu,5
Sangat membantu sekali,5
Tiap hari pembaharuan terus tp kalender ajh kadang salah ga sesuai sama pemerintah RI,1
Lepas semua yang masih tertaut dan yangasih akfti,5
"Bagus udah ada kalender tambahan (hijriah), tapi untuk tampilan widget bulan hijriahnya salah. Mohon diperbaiki lagi...",3
"Saya suka aplikasi ini, namun sangat disayangkan sejak beberapa hari yang lalu aplikasi ini tidak dapat dibuka di hp saya (infinix smart 4).",5
"Bagus, lengkap sekali penanggalannya, saran saya tambahkan juga penanggalan Jawa, karena Google translate aja sudah ada jawa.",4
kalender di hp sanggat bagus,5
Sangat berguna dan canggih,5
sangat membantu klu mau lihat tgl dan hari,4
bagus banget aplikasi ini.luar biasa,5
"Tolong dong perbaiki jadwal untuk setiap hari nya, karena waktu kegiatan yang telah dibuat selalu berubah ubah.",2
Wah emang google kalender sangat bagus jadi aku selalu banyak tugas tapi kok tanda tugas nya gak ada lagi. gue kan baru updete ni jadi gimana?,4
"Aku suka banget kalender Google ini gmbr, animasi, berwarna-warni, aku melihatnya gak bosan, menarik",5
Aplikasi yang sangat bermanfaat Bukan hanya melihat tanggal tapi kita dapat menjadwalkan kegiatan kita juga very good,5
Informasi mengenai hari dan tanggal afdet setiap hari.,5
"Parah!!! masa buat pengingat untuk tahun2 selanjutnya, di bulan dan tanggal yg sama, malah pindah ke bulan yg berbeda.",1
ketentuan dalam penggunaan belum di ketahui secara pasti di aplikasi ini namin saya masih berharap banyak dari google kalender untuk.perkembangannya.,5
Saya sangat berterimankasih pada google. Kini tak perlu pena dan agenda yang berat untuk di bawa kemana mana sebagai pencatat janji dan acara,5
"Google Kalender adalah alat yang sangat berguna bagi mereka yang ingin mengatur dan mengelola waktu mereka dengan efisien. Dengan kemampuan sinkronisasi multi-platform dan integrasi dengan ekosistem Google, ini adalah alat yang sangat kuat untuk mengatur jadwal, mengelola tugas, dan menjaga produktivitas.",5
"Aplikasi ini makin mengembang makin bagus, tapi aku punya saran seperti kalender lainya,Seperti Tahun Hijriyah atau tahun apapun!",5
"Pengalaman saya adalah setiap bertemu dg orang yang kesusahan ekonomi,selalu saya saran kan agar orang tersebut membaca surat Al waqiah setiap habis sholat dhuhur,ashar dan isya masing2 sekali saja serta baca doa surat alam nashro 41x setelah sholat subuh,ternyata setelah 1 Minggu orang tersebut sudah banyak kemajuan di bidang ekonomi keuangan nya .Alhamdulillah saya bisa ber bagi ilmu pengetahuan agama kepada orang yang kurang mampu",5
"Bisa ngk ya min,kalau kalender nya diberi gambar hidup biar lebih mantap di google kalender,ini saya langsung beri bintang 5...karena google sangat membantu ke pelanggan( konsumen)",4
Kalender menarik yang dapat membantu kita untuk mengetahui berbagai macam hari besar dan juga aktivitas yang akan kita lakukan dapat terkontrol dengan baik cuma sayangnya tidak ada notifikasi yang dapat membantu kita ingat.,4
"tanggal di widget kok suka macet g update tiap hari, misal hari ini tapi yg ditandai bulat2 masih tertinggal hari2 sebelumnya",3
"Aplikasinya bagus dan sangat membantu, kalau bs tolong d tambahkan untuk jadwal ulang tahun dan otomatis berulang setiap tahun",4
"Sudah bagus, akan lebih baik jika tema widget juga dapat berubah menjadi mode gelap. Terimakasih.",4
Aplikasinya sangat membantu ketika kita sedang di jalan dan tidak mengetahui atau akan merencanakan sesuatu cukup buka aplikasi google calendar 👍👍 Terbaiklah Pokoknya 👍,5
Bagus aplikasinya,5
Kita bisa melihat nama nama hari dan bulan di kalender ini 📅,5
"Hebat,pembuat aplikasi nya mohon di tingkatkan lagi,mungkin kedepan nya bisa di tarok foto tntang moments",5
Terbaik dan kealitas dalam manajement. Dan aplikator sistem ter dekteksi aman,5
"Sudah save jadwal disini, tapi ga pernah muncul notifikasi sekalipun sudah diaktifkan.",1
"Makyuss aplikasi verry good, banyak mbantu sekali dalam setiap aktivitas yang ada.....ayo terus tingkat google biar makin kece aplikasinya....",5
sangat membantu kita,4
"sudah bagus, tambahkan pomodoro mode untuk agenda bekerja dan belajar.",3
"Tidak bisa dibuka, selalu kembali ke menu awal.. Updatenya lemot banget..",1
"sangat membantu, tapi tolong di tingkatkan klox bisa ada menu penginggat ulang tahun",3
tampilannya sangat tidak jelas.. harusnya ditampilkan satu bulan sendiri2.. jangan disambung.. bikin kesel pusing marah jengkel,1
"Ngacak pengingatnta, misal udah diset pengingat tangal sekian, pas dibuka lagi malah ganti tangal sekian, ngebug, misal pengingat udah keleeat malah nanti muncul ditangal depannya lagi",2
"Aplikasinya selain kalender juga bisa untuk mengatur jadwal harian saya, sangat oke",5
"Aplikasi kalender ini cukup baik dari kemudahan yang diberikan sangat membantu untuk mengingatkan jadwal acara atau hari peringatan, yang tepat",5
Aman kan Aplikasi Google kalender saya agar tidak ada yang masuk dalam Aplikasi Google kalender saya yang menirukan aplikasi mencuri email saya,5
"Adanya aplikasi ini, bisa mengatur jadwal bertemu ataupun mencatat hari ulang tahun kepada seseorang yang spesial.",5
"Sering iklan"" aplikasi muncul di kalender. Sangat meresahkan tolong bisa di saring",1
"Bagus, karena kita bisa edit acara, dan menambahkan kalender alternatif, seperti kalender arab",5
Sekarang di android 11 google kalender banyak spamnya dan banyak iklan yang gk jls. tolong di perbaiki demi kenyamanan bersama.🙏,1
tolong di kasih tanggalan jawa dan mahesi nya biar lengkap seperti kalender cetak dan warna tanggal nya warna warni yaa biar lebih jelas. nanti saya kasih 5 bintang kalau di update lengkap. terimakasih,2
Entah kebetulan atau gak. Tgl merah hijriah udah lama di aplikasi ini 11 Agustus dan akhirnya di dunia nyata yg awalnya 10 Agustus jadi beneran di buat tanggal 11 Agustus.,5
"Andai bisa di hapus, aplikasi ini pasti akan saya hapus. Tampilan kurang ringkas. Harusnya seperti kalender pada umumnya",1
Setelah di Update yg terbaru parah kaga bisa di tampilkan di layar poko nyah sangat jlek dan buruk tolong di perbaiki lagi,1
"Dengan alat digittal yang canggih dan modern semua ada diapplikasi alat pengguna selular, semua sudah ada .",5
Padahal app ini sudah sy uninstall tapi selalu ke instal otomatis lagi. Tolong gimana cara mengatasinya.,1
"Kalender tidak bisa dibuka, dan klo dibuka selalu muncul klo kalender non aktif gmn ini sihhhh!!!!!",1
Google Kalender saat membantu dalam membuat jadwal kegiatan² pribadi & kantor. Google Kalender sering di pake daripada aplikasi² serupa lainnya. terbaik 👍🏻,5
mohon agar bisa melihat semua acara dari bulan ataupun tahun sebelumnya dalam satu tampilan agar tidak perlu banyak geser karena bulan atau tahun yang sudah lama...,3
Sangat membantu dan fitur y pun sangat mudah dimengerti kedepanya makin bagus untuk aplikasinya y,5
tolong tambahkan tampilan kalender hijriyah dan jawa. sebagaimana tampilan dan fungsi kalender di indonesia pada umumnya. google bisa donk.,4
"Jelek bangat, gk ada tampilan tahunan.... Hanya bulanan, terus latarnya monoton bangat..... Tolong di perbaiki",1
"Fitur lompat/loncat tanggalnya belum ada. Contoh, loncat ke tanggal 12/11/2001 Contoh, loncat ke tanggal 12/11/2039 Fitur ini belum ada. Hallo... apakah ini sesuai yang mustahil? Aplikasi disebelah ada loh fitur seperti ini.",3
Selalu tetap mendapat dukungan otomatis tersinkronisasi dalam multi akun laman grup privacy family Javalawyee 69 ini yang berkelanjutan sangat memuaskan.,5
"Aplikasi yang sangat membantu,bisa jadi pengingat jadwal meeting dan janji dengan orang² terdekat Best aplikasi..",5
Jadi jika ada salah nya yang gw cuman ada yang tau tempat ini merupakan penelitian dan pengabdian masyarakat untuk melakukan sesuatu dengan kakak o ini juga dapat membantu Anda dalam posisi duduk yang benar untuk kakak aku tak bisa berbuat baik dan benar sesuai kebutuhan dan bapaku untuk membuat suatu apa saja untuk mengurut payudara wanita terlama dan bapaku untuk mendapatkan penawaran ini gratis dan mudah digunakan selama dua hari kemudian gw ga bisa gan kalo ngikutin gaya yang lebih besar dar,2
Kenapa di saya kalander saya tidak bisa di buka setiap kali saya pencet apk kalender nya kebuka tapi tiba² langsung keluar seperti saya di keluar kan secara paksa,1
Kenapa ya kok kalender saya tidak bisa dibuka waktu di buka di halaman awal suruh geser sudah di geser langsung keluar sendiri...,1
"Bagus sekali aplikasinya, tapi Tolong google acara seperti hari raya dan hari libur tidak muncul di widget, mungkin lagi ada error kah? Semoga cepat diperbaiki",5
Sudah sangat baik untuk bisa menjadi pengingat di tanggal penting.. Hanya perlu perawatan untuk memperbaiki bug,5
"Google kalender sangat membantu meng agenda kan kegiatan yang ingin kita lakukan, terima kasih Google kalender apk nya bagus.",5
"Saya Sangat Puas Dengan Aplikasi Ini, Saya Tidak Akan Bisa Mengetahui Hari Tanggal Dan Tahun Tanpa Kalender, Terima Kasih Atas Developer Pembuat Kalender Ini.",5
"notifikasi atau alarm tidak berfungsi pada event yang di buat, penggunaan di asus zenfone max pro 1",2
"Berguna banget,,bisa ngatur jadwal dan bisa juga atur buat ngingetin kita jgn sampe lupa jadwal,,bisa juga nulis catatan di tiap tanggal tertentu,,pokonnya the best😊",5
"mb nya lebih besar dibanding kalender yg lain dan fungsinya cuma ngasih tau aja sekarang tuh tngl berapa,,,kita kan nyarinya kalo misalkan tngl sekian hari apa,minggu apa ??pake otak kalo bikin apl",1
Bagus tanpilanya dan kalau bisa tambahin fitur tampilan full satu tahun.,5
"Coba untuk app task disatukan dengan Calendar, seperti pada google calendar versi desktop",3
perbaiki tampilan agar lebih mudah akses dan berkesan dan seperti kalender pada umumnya ditunngu pembaruannya,4
Terlalu banyak aplikasi yang harus dihapuskan padahal penting buatku Enggak usah kalender gak masalah bisa lihat almanak dinding bro !,1
Kalendernya gk jalan Padahal d stelan kalendernya udah cocok tp yg buat layar depan gk berubah gk bisa d setel,2
Karena sangat membantu saya yg ingin tahu bagaimana rasanya menjadi lebih mudah untuk digunakan sebagai alat bantu untuk melihat lebih jelas mengenai hal ini fajriadi suaminya misa saya titip salam sukses buat para wanita yang menanti keluarga kecil bahagia.,5
Sangat diperlukan sekali dan selalu kami gunakan mengalahkan kalender meja !,5
"Perhitungan bulan hijrah berbeda 1 hari dengan versi pemerintah Indonesia..🤦 Contoh nya --> Ramadhan di tahun 1445 H / 2024 M, versi pemerintah Indonesia 29 hari. Nah versi Google kalender 30 hari. Di update sama saja tidak berubah..",1
"Buat yg sering lupa, nih google kalender sangat cocok, dan bisa di jadwalkan sesuai yg anda ingin kan agar di ingat kan oleh google kalender, saya juga sangat terbantu oleh google kalender ini",5
"Icon aplikasinya jelek banget, tanggalnya dari dulu tanggal 31 terus, aplikasi kalender lain berubah sesuai tanggal hari itu",1
Aplikasi yg bagus ...bisa sbagai aplikasi pengingat...dikala hari2 penting yg tdk untuk dilupakan...aplikasi bagus lah pokoknya,5
"Saya sangat salut dengan aplikasi ini padahal saya udh nandain semua ulang tahun temen saya eh pas saya liat tulisannya hilang,mohon diperbaiki",1
"sangat membantu, bermanfaat, dan ringan untuk Hp. namun di hp saya (realme c1 entah android versi apa) kok tidak bisa sinkron dengan jadwal yang saya input di web ya? padahal di perangkat lain bisa",3
"Karna aplikasi ini aku jadi tau banyak hal. Contohnya, sapi berkaki empat, kata indonesia berjumlah 9 huruf, uttaran udah tamat, dan banyak hal lagi. Terimakasih aplikasi nothing, telah memberiku banyak pengetahuan😘😘😘",5
"Kenapa setiap ada pembaruan, tampilan kalendernya begitu gitu aja? Kasih bintang satu aja, nanti kalau tampilannya udah berubah baru kasih bintang 5 🙏",1
3 bintang saja. Karena widget kalender ini tidak bisa transparan seperti widget kalender samsung.,3
Very Good 👍👍 Selalu tepat dan pastinya banyak feature yang dapat digunakan untuk Jadwal. Mantap,5
aplikasi catatan menyerupai kalender. tampilan angka kecil banyak area kosong.kotak ular tangga lebih menarik.,2
"bagus sih tapi sayangnya kok sama aja kelihatannya dari screen shot di play store ini..kapan ada fitur barunya,please tambahin baru ya...??",4
Sangat membantu sebagai pengingat dan notifikasinya sangat memudahkan untuk penggunanya,5
"Mitra bukalapak emang keren,saya puas dengan fitur fiturnya,juga respon terhadap komplenan juga cepat",5
Icon apps nya gk gerak sesuai tgl sebagaimana aplikasi2 kalender lainnya. Mohon untk update terbaru bsa diperbarui. Terima kasih,2
Sangat membantu saya memudah kan ingetan catatan dalam melakukan pembayaran. No lemot fitur ya lengkap,5
"Ngatur schedule jam di PC dan Android selalu gk sinkron, nyetel jam 8 pagi dari PC eh di Android malah jam 2 siang, maaf aja saya beralih ke another device kompetitor aplikasi ini🥱",1
"Paling utama sebagai deteksi energi up to detevstelan lokasi menentukan rotasi waktu akselerasi keseimbangan orientasi daya guna keseimbangan stroom, ketika stroom minim android selalu tanggap keadaan batas guna operasi phon TLP 😁Waktu otomat mampu kendalikan adaptasinya dg energi Batrey ketika stroom minim.,",5
Setelah update notifikasi popup semua pengingat tidak keluar. Jadi kalau ada acara sering lupa karena tidak muncul notifikasi,1
"Good apps, membantu mengingatkan ulang tahun teman2. Jadwalnya juga bisa dishare Thankyou❤️",5
"Terimakasih sudah jadi pengingat dan untuk kegiatan sayah... Aplikasi yg bagus sekali, rate bintang 10",5
good luck ya gan ya ya Allah lancarkanlah persalinan normal untuk ibu hamil yang terjadi di daerah masing2 biar cepat dan mudah untuk dilakukan dan tidak bisa absen di piala dunia ini adalah hasil dari proses yang terjadi di daerah masing2 biar,5
"Apk ini sangat berguna saat saya kelupaan tanggal jadi saya bisa liat ke sana dan saya inget kembali, dan kalo saya tarik yg untuk merubah cahaya ada tanggal nya juga, terima kasih ya google sudah membuat saya lebih mudah terima kasih",5
"Sudah bagus, tapi tolong warna pada hari minggu dibuat menjadi merah (atau warna lain), agar mudah dibedakan dengan hari lainnya yang berwarna hitam.",5
Saya sangat mengandalkan aplikasi google kalender untuk mengatur jadwal aktivitas. Trimakasih banyak aplikasi ini sangat membantu,5
Apa yang istimewa dari google kalender? Bahkan tampilannya pun sedikit lebih rumit! Bahkan hp jadul memiliki kalender yang lebih simpel,1
Google kalender.. Cukup seakan selalu selaras dan se irama dengan harapan kita... Harapan kami... Tingkatkan.... Sukses selalu... Google kalender.. Tank you,5
"Dengan aplikasi ini , jadi mudah mengatur jadwal alarm , jadi selalu tepat waktu , dan juga bisa membuat catatan harian Aplikasi super",5
"Entah kenapa di hp ku notifikasi pengingat dan jadwal meeting tidak muncul, sudah beberapa kali saya melewatkan jadwal meeting karena notifikasi tidak muncul",2
Aplikasi calender google yang luar biasa sangat membantu melihat tanggal tepat dan hari raya dan semua.,5
Apps pengingat dengan tepat tidak pernah meleset... Perbaharui terus Google anda & jangan lupa apdet Google Kalender nya...,5
"baru di update 13 juli, skrg sdh minta diupdate lagi,kalai nggak, nggak bs dibuka, apa apaan ini app,sungguh mengecewakan.",1
"Tolong di upgrade agar tampilan tanggal di aplikasi tidak cuma menunjukan 31, tetapi mengikuti tanggal yang berjalan di setiap hari nya ..",2
"Sangat membantu untuk mengingatkan Tgl dan hari Khusus dan Penjadwalan kegiatan kerja. Mantap,,, 👍👍👍",5
"Saya sangat suka dengan apk kalender ini, jadi saya bisa tau, kapan bulan ramadhan, dan kapan bercuti bersama. Terimakasih developer.",5
"Sangat membantu, namun notifikasi tidak pernah muncul saat acara mau dimulai,padahal saya sudah setting notifikasi 1 jam sebelum acara dimulai",3
kalender ini bagus banget untuk melihat tanggal kalo kita lupa bisa melihat kalender wkwkwkwkwkwkwkwkw,5
Gampang memakainya . Byk fitur utk mengingat tanggal2 penting. Tampilan elegan... Sangat bagus,5
"Dari dulu kalender google gak ada peningkatan,,harusnya ada peningkatan,misalnya warna tanggal nya jadi merah ketika hari libur,,atau ada tanda notif di sebelah tanggalnya,,",3
"sayang sekali, fungsi copy paste jadwal nya tidak bisa skali smua. kalau bisa copy paste bakalan gak capek ngulang jadwal ke hari esoknya.",3
"Aplikasi bagus dan berjalan optimal, suka dan bisa mengatur waktu kita, dan nmbah pengingat di hari penting",5
tampilannya bagus... cuma sayang kalender Hijriyah nya belum masuk. semoga kedepan bisa di tambahkan.,4
Aplikasi keren sama seperti kalender di rumah jadi gak perlu lagi menengoknya bisa di apk ini,5
Kalender saya banyak terisi acara2 gk penting dari email & alamat Website yang tidak pernah saya ketahui. Mungkin virus? Tolong segera di atasi agar tidak ada terjadinya kebocoran pengguna android.,2
Update terbaru membuat syncronisasi dengan calender di laptop menjadi bermasalah (tidak update),2
"Bagus dia sekali dia ini kalender sangat membantu buat melihat hari,tanggal,Deng bulan sangat bagus sekali",5
Mohon diperbaiki lagi.kenapa setelah di perbarui tidak ada acara di setiap tanggal tolong di perbarui lagi kalender nya,3
Bagus bangeet...jadi bisa ngatur jadwal ke masa depan untuk segala acara ataupun kepentingan. Thank's google,4
Widget-nya suka loading kalo kita bikin banyak acara di kalender. Mohon diperbaiki,4
Catatan acara dikalender akan dihilang dalam 2 tahun. Sangat disayangkan momen penting kita dihapus google tanpa adanya pemeritahuan!,1
"Sangat cocok buat melakukan aktivitas anda di Google kalender🤓 Yuk, pastikan jaringan anda dengan menggunakan Google kalender🤠",5
"Applikasi dr google yg mudah digunakan, untuk menambahkan jadwal, pengingat kegiatan, cukup detail, user friendly, thq team pengembang",5
"Tolong tambahkan fitur transparansi di mode widget, soalnya menutupi wallpaper",5
"Saran update dong, kalau bisa untuk fitur google task nya warna nya bisa di beda bedain gtu ga satu warna default aja makasih 🙏👍",5
"kalender buatan google aneh..., saking bagusnya jadi aneh menurut saya..., buat yang normal"" saja kenapa...!!",1
"update terus tapi gak ada perubahan, Kembangin lagi untuk widgetnya, kalau bisa di kasih tema,",4
Buat yg klik kalender mlh balik ke menu awal berati hp anda kentang 🤣🤣🤣🤣 masak aplikasi seringan ini bisa bisanya keluar sendiri,5
"Tanggal bukan suatu awam,misal ingin mengetahui hari jadi tanggalan berita yang tidak asing mengenai kalender ..",5
Sangat penting ia betul dengan kalender ini bisa mengingat setiap saat enjoi deh !🤩,5
"Tidak ada manfaatnya, tampil di layar, tapi gk bisa di buka,, admin, tolong perbaiki, thanks",1
"Terlalu mengedepankan agenda, jadi gak bisa liat bentuk kalender yg sebenernya. Dan gak bisa loncat tahun juga",2
Aplikasi ini tidak bisa membaca setiap acara ulang tahun di kontak saya atau adakah pengaturan yang salah sehingga tidak terhubung?,4
"Sudah cukup bagus, namun alangkah lebih baik lagi apabila aplikasi dapat membuka aplikasi lain sesuai kebutuhan yang kita jadwalkan",3
1. Kalender versi Android belum bisa di share ke lainnya 2. Belum bisa berbagi dengan beberapa agenda sekalugus,1
Aplikasi yang bagus. Bisa melihat tanggal dan mengingat peristiwa yang pernah ditulis.,5
"kenapa fitur warna sama sinkron ilang?! saya butuh banget fitur warna buat bedain mapel, pls kenapa fiturnya sekarang jadi dikurangi dan jelek ga kaya judul",1
"terlalu banyak pembaruan yang tidak berkualitas , seminggu bisa sampai 6 kali pembaruan , namanya juga bisnis , mencari laba sebesar-besarnya , dengan cara pungli kouta ,,,",1
Knpa semua agenda saya jd hilang stlah d update? Pengennya gk d update tp gabisa kebuka giliran udh d update malah ilang semua :(,3
"bisa mintak tolong untuk menambahkan kalender Jawa dan Hijrah di aplikasi ini gak..,? soalnya saya orang jawa dan kalender jawa sangan membantu dalam pekerjaan saya sebagai nelayan. mohon untuk segera di tambahkan ya,, terimakasih.",3
"Sangat membantu untuk merencanakan hal-hal penting dan agenda,namun saya masih kurang mengerti,mengapa sudah memilih wilayah negara Indonesia dan hari raya di Indonesia tetapi masih di temukan hari raya/hari peringatan negara lain??? ☹️☹️☹️ Tolong di perbaiki 🙏🏼",4
"Aplikasi kenapa jd tdk bsa dibuka,, Tdk support pd dengan perangkatnya",2
Terlalu bnyak spam dan jika di buka otomatis ke link yg berisi donwnload aplikasi tolong diperbaiki lg,2
Tolong agar icon pack nya diubah seperti aplikasi Google yang baru agar lebih seragam dan bagus.,3
"Produk google yang sangat membantu saya produktif, memudahkan dalam membuat agenda dan reminder. Versi gratis tapi powerfull. Saran, ditambahkan kalender hijriyah🙏",5
"Terkena spam app ini, dibuka malah balik ke menu layar hp.",1
"lumayan simple, sangat bermanfaat dan mudah dioprasikan untuk riwayat editannya 🍻",4
"Kalender itu harus nya di update nya setahun sekali, kurang nyaman sih",5
"Assalamualaikum 🙏🏻 aplikasinya bagus kok 🥰 cuman kurang lengkap gak ada legi , pon , kliwonnya tolong dilengkapi ya 🥰",4
aplikasi kalender sudah bagus tolong dong diupdate lagi bisa menggunakan tema atau wallpaper,4
2 star aja dlu. Apa apaan ini. Di update malah gak bisa.berulang ulang kali.habis kuta update terus tapi gak bisa,2
Akhirnya mode gelap atau dark mode sudah tersedia untuk Google Kalender. Caranya klik garis 3 di pojok kiri atas > Setelan > Umum > Tema > Gelap.,5
"saya suka, tapi saya sarankan tambahkan tema atau sticker2 biar gak terlalu monoton... terimakasih...",4
"Aplikasi yang berjalan dengan bagus dan praktis,semoga Google llc terus berkembang,amiin👍👍👍",5
"Tampilan widget tolong lebih modern lagi, ada mode transparan nya",3
tambah mode gelapnya dong atau bisa di ganti tema untuk kalender. biar ada pilihan lain. biar tidak membosankan,3
bagus sekali,5
Tolong nada dering notifikasi atau pengingat tugas dapat berbunyi walaupun dalam keadaan offline.,2
"Dengan adanya aplikasi ini dapat berguna dan bermanfaat tahu hari, tanggal, bulan dan tahun,,,,,,super mantap,serta kalender mendunia dicantumkan,,🙏🙏🙏🙏🌍🌎🌏",5
"Terimakasih GOOGLE KALENDER walaupun saya punya kalender belasan dirumah, tapi Applikasi ini sangat membantu saya bila kemana² tidak bawah KALENDER.",5
Hi panggil w cila /kiren pendapat gua sih ini apk bikin simpel tinggal klik klik dan nemu tanggal atau bulan yg dicari bisa jadi pengingat juga fiks bintang lima ✨,5
Jadi susah di liat kalender nya terus harus masuk dulu PlayStore baru bisa liat kalender nya jadi ribet aneh,2
"Cuti bersama 2020 kan berubah,, koq aplikasi ini gak update, gak berubah,,",2
"Sangat membantu untuk mengatur rutinitas sehari"" , memanage waktu lebih mudah",5
"Bagus sangat membantu, sayang kalender hari libur, tanggalnya tidak ikut merah. Ditunggu update nya..",4
"Bagus juga app ini. Kalender pengingat hari,bulan 🌙 dan tahun secara elektronik. Sangat memuaskan.",5
berguna karena di hp gk ada kalender. tapi cara nambah acara di Google Kalender gk begitu praktis,3
Aplikasi kalender google yang kami buat selalu diretas oleh orang yang tidak bertanggung jawab. Dan kenapa pihak google terlalu sering membiarkan teroris berkeliaran di semua aplikasi google!!!!,1
"Cukup membantu, tapi susah buat konsistennya. time-table nya tidak menarik.",4
Apa cuma saya aja yg ga nemu Calender Week ( CW )..di google kalender? Kalender microsoft lebih komplit deh,2
"Bagus bgt buat produktifitas, tapi minusnya pas di buka di HP sama PC beda banget, ya agak kecewa gitu",3
"Semoga kedepannya bisa otomatis nyambung dengn google foto tentang acara yang terjadi saat kita menyimpan foto event penting dan bisa mengingat kan kita dikemudian hari tentang peristiwa tersebut, seperti Facebook",4
untuk tampilan tanggal masih sulit di lihat tidak seperti kalender lain,5
Kalendernya sangat jelek gk bisa di edit. Aplikasi tai,1
"Sudahlah tampilannya sederhana, tambah lagi mode gelap. PUAS. Terima kasih, Google. Love you :)",5
Aplikasi ini sangat bagus selain berguna untuk melihat tanggal dapat juga membuat rencana pada tanggal 👍,5
"baru mau nyoba. kelas 12, dan jadwal lagi padat banget. semoga bisa inget banyak hal + lebih teratur lagi!",5
"Tidak ada menu memperingati ulang tahun, Tolong perbaiki, nanti bintang nya naik lagi ;)",2
"setelah diupdate, widget mode gelapnya kenapa ga bisa lagi ya ?",4
"Update lebih fresh dari sebelumnya, bagus buat penginget kalo ada acara-acara yang penting banget👍",4
"Tidak ada opsi untuk memilih tahun, padahal itu sangat penting ketika kita ingin melihat ke masa lalu.",1
"Dgn adanya aplikasi kalender, memudahkan pengguna HP utk melihat jadwal tanggal harian!",5
Kok dari aplikasi kalender nya gak bisa dibuka..tapi lewat playstore bisa buka...gimana ni...ribett bnr...,1
"Aplikasinya sudah bagus, easy to use. tp boleh ga tanggal merahnya di banyakin biar banyak libur nya :'(",4
"Terima kasih buat kalender yang mengingatkan aku untuk selalu dikala ada kepentingan pasti ku tulis & jam alarm pasti berbunyi, 👍👍👍",5
"Setelah di update, google asisten jadi tidak bisa menginfokan agenda di kalender",4
"Kalender kontoI, udh gitu auto download lagi buang buang memori + data buat kalender aneh",1
"Dimana kalender yang biasa, kenapa tidak ada pilihan? Semakin memperbanyak fitur semakin membuat asing pengguna lama",3
sangat bermanfaat untuk mencari tanggalan dan bisa mencatat hari-hari yang penting,5
"Seperti aplikasi kalender biasanya, cuma bisa cloud dari Google sama email",5
"suka ga akurat bikin pengingat di 19 april di buat tiap tahun, ke set nya di bulan 02 agustus setiap tahun.... anehhhh rumit pengaturan nya",2
Mohon untuk menambahkan Kalender Jawa kedalam pilihan kalender alternatif.,3
"Masih bnyk kekurangannya tolong perbaiki dgn bnr jngn hanya update yg tidak penting, tambahkan fitur-fitur yg menarik",1
Oppo F3 tidak bisa dibuka. Hp langsung blank jika dibuka.,1
kalender ini bagus akurat dan bisa melihat hari yg kelewat biarpun udah kelewat satu tahun,5
"kenapa sih makin kesini, hp terbaru malah banyak install aplikasi google, padahal aplikasi bawaan dari merk suatu hp itu jauh lebih bagus loh dan juga ga sering update",4
Soalnya tetap TDK berubah tnglnya ganti aja yg berubah tanggalnya otomatisnya di Indonesia,5
Google kalender makin parah mao di abdet nggak bisa di buka malah kembali ke menu utama,1
Mohon di perbaiki sinkronisasi kan akun saya dengan baik selama ada update terbaru kok malah jdi gini sering lemott,2
"Kak di hp sya kok apk nya gk bisa di buka ya, dan kadang tulisannya kalender telah berhenti, ini kenpa ya? Ho sya infiniz hot 11 s",5
"tolong tambah hari pasaran jawa sxan.biar tambah optimal funsinya kami org jawa bbrp hal sangat memerlukan tanggal pasaran PON,WAGE,KLIWON,LEGI,PAHING.mksih",5
Yang punya app kalender sini suruh ribut sama gw bangsat gara gara kalender gw kagak bisa maen game bangsat emang yang bikin app kalender kontooool ngentod bangsat,1
Untuk menu di tanggalnya coba di tambahi penanggalan jawa seperti pasarannya juga,5
Mantap ni apk bawaan hp gw di os 10 😅 klo os 8 itu beda bukan google kalender....,5
"Agar mudah mlihat,, informasi tgl tgl merah terbaru dan informasi laen.!!",5
"Saya download hanya karena untuk jadwal meeting digoogle meet, semoga befungsi dan tidak bermasalah aplikasi ini.",5
Aku gak bisa lompat ke tahun kebelakang maksudnya aku mau klik menu tahun bukan skrol terlalu jauh capek...,1
"Ga Ngaruh X tanpa Update juga klo sebatas Lihat Almenak Standar aja juga masih oke ,jadi tanpa Update yg banyak makan Kuota disisi lain dikala open kalender dapat lebih cepat tanpa musti update...",1
Dikirain bisa acak tanggal untuk skip login semua game kalo bisa saya kasih bintang ★★★★★,3
"Jaringan bagus tidak lelet, informasi banyak dan cukup membantu",5
Saya lebih senang sama ikon google yang dulu warna biru bukan kaya sekarang lebih terlihat ikonik dan colorful,1
"Ukuran kalender alternatifnya kurang kecil,harusnya di tempatkan di bagin bawah atau pojok kanan atau kiri",5
appsnya udah bagus untuk ngejadwalin tapi kenapa notifikasi di hp saya nggak muncul ya?,5
"kalender google bagus.. tapi sekarang dimanfaatkan oleh orang2 untuk menyebarkan spam, penipuan, karena bisa ada notifikasi langsung",1
